,8_n,8_p,8_l,9_n,9_p,9_l
12344,C5ORF45,0.9415937172713331,-0.3604193,C5ORF45,0.9415937172713331,0.3604193
12345,RP11-629O1.2,0.9416987661545491,-0.63835514,RP11-629O1.2,0.9416987661545491,0.63835514
12346,ZNF10,0.9419088669618271,-0.9104117,ZNF10,0.9419088669618271,0.9104117
12347,RP11-1114A5.4,0.9419088669618271,-0.5181058,RP11-1114A5.4,0.9419088669618271,0.5181058
12348,RP11-126O1.6,0.9419088669618271,-0.38915482,RP11-126O1.6,0.9419088669618271,0.38915482
12349,ADRB2,0.9423290806887785,-0.70537263,ADRB2,0.9423290806887785,0.70537263
12350,IRS1,0.9427493104684613,-0.52572757,IRS1,0.9427493104684613,0.52572757
12351,PCMTD1,0.9427493104684613,-0.76400405,PCMTD1,0.9427493104684613,0.76400405
12352,TRIM55,0.943169556184309,-0.7835332,TRIM55,0.943169556184309,0.7835332
12353,TMEM63A,0.9435898177197413,-0.8770522,TMEM63A,0.9435898177197413,0.8770522
12354,MYO15B,0.944010094958165,-2.0506632,MYO15B,0.944010094958165,2.0506632
12355,RP11-287D1.2,0.944010094958165,-1.8327094,RP11-287D1.2,0.944010094958165,1.8327094
12356,BP-21264C1.2,0.944010094958165,-1.4697521,BP-21264C1.2,0.944010094958165,1.4697521
12357,CTD-2012K14.6,0.944010094958165,-1.7653948,CTD-2012K14.6,0.944010094958165,1.7653948
12358,ZNF577,0.944010094958165,-1.3713855,ZNF577,0.944010094958165,1.3713855
12359,CXCL8,0.944010094958165,-1.8514953,CXCL8,0.944010094958165,1.8514953
12360,RP11-10C24.3,0.944010094958165,-1.9080112,RP11-10C24.3,0.944010094958165,1.9080112
12361,LINC01551,0.9442202394295598,-1.1713015,LINC01551,0.9442202394295598,1.1713015
12362,ZNF300,0.9442202394295598,-1.3866051,ZNF300,0.9442202394295598,1.3866051
12363,ZNF660,0.9442202394295598,-1.0970519,ZNF660,0.9442202394295598,1.0970519
12364,KLLN,0.9444303877829741,-1.2850665,KLLN,0.9444303877829741,1.2850665
12365,KCNJ14,0.94464054000383,-1.0713549,KCNJ14,0.94464054000383,1.0713549
12366,GPR160,0.9447456175599929,-0.49385172,GPR160,0.9447456175599929,0.49385172
12367,KDM5D,0.9447456175599929,-0.5559112,KDM5D,0.9447456175599929,0.5559112
12368,RGPD1,0.944850696077549,-0.78463835,RGPD1,0.944850696077549,0.78463835
12369,ADAM23,0.944850696077549,-1.1812117,ADAM23,0.944850696077549,1.1812117
12370,PDGFD,0.9451659373803529,-0.48823428,PDGFD,0.9451659373803529,0.48823428
12371,GRN,0.9454811872700859,-0.54960525,GRN,0.9454811872700859,0.54960525
12372,RP11-2C24.7,0.9464269879687083,-21.668457,RP11-2C24.7,0.9464269879687083,21.668457
12373,TBC1D3D,0.9464269879687083,-22.264029,TBC1D3D,0.9464269879687083,22.264029
12374,RP11-403B2.7,0.9464269879687083,-21.932964,RP11-403B2.7,0.9464269879687083,21.932964
12375,AC015922.6,0.9464269879687083,-22.186848,AC015922.6,0.9464269879687083,22.186848
12376,AC005618.6,0.9464269879687083,-22.37856,AC005618.6,0.9464269879687083,22.37856
12377,ZSCAN22,0.9464269879687083,-22.106314,ZSCAN22,0.9464269879687083,22.106314
12378,RP11-111J6.2,0.9464269879687083,-21.668457,RP11-111J6.2,0.9464269879687083,21.668457
12379,RP4-597N16.4,0.9464269879687083,-21.983461,RP4-597N16.4,0.9464269879687083,21.983461
12380,CTD-3126B10.4,0.9464269879687083,-21.441135,CTD-3126B10.4,0.9464269879687083,21.441135
12381,RP11-480D4.6,0.9464269879687083,-21.737627,RP11-480D4.6,0.9464269879687083,21.737627
12382,S100A16,0.9464269879687083,-21.935617,S100A16,0.9464269879687083,21.935617
12383,RP11-247L20.4,0.9464269879687083,-21.703804,RP11-247L20.4,0.9464269879687083,21.703804
12384,RP11-434D9.1,0.9464269879687083,-21.868935,RP11-434D9.1,0.9464269879687083,21.868935
12385,FER1L5,0.9464269879687083,-22.419136,FER1L5,0.9464269879687083,22.419136
12386,KLKB1,0.9464269879687083,-22.470167,KLKB1,0.9464269879687083,22.470167
12387,ADRB1,0.9464269879687083,-21.940945,ADRB1,0.9464269879687083,21.940945
12388,GMPR,0.9464269879687083,-22.15627,GMPR,0.9464269879687083,22.15627
12389,SPNS2,0.9464269879687083,-21.97985,SPNS2,0.9464269879687083,21.97985
12390,LRRC19,0.9464269879687083,-21.362112,LRRC19,0.9464269879687083,21.362112
12391,RP11-390F4.6,0.9464269879687083,-21.25831,RP11-390F4.6,0.9464269879687083,21.25831
12392,PTPRO,0.9464269879687083,-22.05638,PTPRO,0.9464269879687083,22.05638
12393,EYS,0.9464269879687083,-22.238066,EYS,0.9464269879687083,22.238066
12394,RGS11,0.9464269879687083,-22.304213,RGS11,0.9464269879687083,22.304213
12395,C19ORF84,0.9464269879687083,-21.507013,C19ORF84,0.9464269879687083,21.507013
12396,XKR4,0.9464269879687083,-21.507013,XKR4,0.9464269879687083,21.507013
12397,TTYH1,0.9464269879687083,-21.91353,TTYH1,0.9464269879687083,21.91353
12398,RP3-467K16.4,0.9464269879687083,-22.302664,RP3-467K16.4,0.9464269879687083,22.302664
12399,LINC00578,0.9464269879687083,-22.106314,LINC00578,0.9464269879687083,22.106314
12400,DOC2A,0.9464269879687083,-22.304213,DOC2A,0.9464269879687083,22.304213
12401,HOXA13,0.9464269879687083,-21.596746,HOXA13,0.9464269879687083,21.596746
12402,TSPAN12,0.9464269879687083,-21.457401,TSPAN12,0.9464269879687083,21.457401
12403,KIAA1614,0.9464269879687083,-21.700798,KIAA1614,0.9464269879687083,21.700798
12404,LINC01209,0.9464269879687083,-21.960625,LINC01209,0.9464269879687083,21.960625
12405,ZBTB8B,0.9464269879687083,-21.805674,ZBTB8B,0.9464269879687083,21.805674
12406,AC006129.1,0.9464269879687083,-21.843773,AC006129.1,0.9464269879687083,21.843773
12407,IGKV3D-15,0.9464269879687083,-22.274471,IGKV3D-15,0.9464269879687083,22.274471
12408,ERVK-28,0.9464269879687083,-22.676653,ERVK-28,0.9464269879687083,22.676653
12409,TBC1D3P1-DHX40P1,0.9464269879687083,-22.771494,TBC1D3P1-DHX40P1,0.9464269879687083,22.771494
12410,OTOA,0.9464269879687083,-22.364756,OTOA,0.9464269879687083,22.364756
12411,C6ORF222,0.9464269879687083,-21.620893,C6ORF222,0.9464269879687083,21.620893
12412,FMOD,0.9464269879687083,-21.596159,FMOD,0.9464269879687083,21.596159
12413,FZD2,0.9464269879687083,-21.99437,FZD2,0.9464269879687083,21.99437
12414,RP11-61L19.2,0.9464269879687083,-21.834545,RP11-61L19.2,0.9464269879687083,21.834545
12415,RP11-574K11.29,0.9464269879687083,-22.42446,RP11-574K11.29,0.9464269879687083,22.42446
12416,F2RL3,0.9464269879687083,-21.940945,F2RL3,0.9464269879687083,21.940945
12417,PIWIL2,0.9464269879687083,-21.892147,PIWIL2,0.9464269879687083,21.892147
12418,RIN2,0.9464269879687083,-21.99044,RIN2,0.9464269879687083,21.99044
12419,CD207,0.9464269879687083,-22.511606,CD207,0.9464269879687083,22.511606
12420,C10ORF10,0.9464269879687083,-21.699299,C10ORF10,0.9464269879687083,21.699299
12421,LINC00221,0.9464269879687083,-22.088566,LINC00221,0.9464269879687083,22.088566
12422,SLC22A23,0.9464269879687083,-21.66492,SLC22A23,0.9464269879687083,21.66492
12423,RP11-306I1.2,0.9464269879687083,-21.480263,RP11-306I1.2,0.9464269879687083,21.480263
12424,ZNF469,0.9464269879687083,-21.91223,ZNF469,0.9464269879687083,21.91223
12425,RP11-571I18.4,0.9464269879687083,-21.940945,RP11-571I18.4,0.9464269879687083,21.940945
12426,SGCD,0.9464269879687083,-21.78214,SGCD,0.9464269879687083,21.78214
12427,AXDND1,0.9464269879687083,-22.011091,AXDND1,0.9464269879687083,22.011091
12428,RP11-672A2.6,0.9464269879687083,-21.480263,RP11-672A2.6,0.9464269879687083,21.480263
12429,RP11-305L7.7,0.9464269879687083,-21.746746,RP11-305L7.7,0.9464269879687083,21.746746
12430,FBXL13,0.9464269879687083,-21.480263,FBXL13,0.9464269879687083,21.480263
12431,LINC01376,0.9464269879687083,-21.71352,LINC01376,0.9464269879687083,21.71352
12432,IRF6,0.9464269879687083,-22.02548,IRF6,0.9464269879687083,22.02548
12433,IGHV3-30,0.9464269879687083,-21.596159,IGHV3-30,0.9464269879687083,21.596159
12434,RP11-666A20.4,0.9464269879687083,-22.017685,RP11-666A20.4,0.9464269879687083,22.017685
12435,SHBG,0.9464269879687083,-21.999441,SHBG,0.9464269879687083,21.999441
12436,AC005616.2,0.9464269879687083,-22.84306,AC005616.2,0.9464269879687083,22.84306
12437,RP11-458D21.1,0.9464269879687083,-21.620893,RP11-458D21.1,0.9464269879687083,21.620893
12438,FAM149A,0.9464269879687083,-22.017685,FAM149A,0.9464269879687083,22.017685
12439,LINC00862,0.9464269879687083,-22.304213,LINC00862,0.9464269879687083,22.304213
12440,IGKV2-24,0.9464269879687083,-22.22021,IGKV2-24,0.9464269879687083,22.22021
12441,CTD-2215E18.1,0.9464269879687083,-21.25831,CTD-2215E18.1,0.9464269879687083,21.25831
12442,IGHJ5,0.9464269879687083,-22.897453,IGHJ5,0.9464269879687083,22.897453
12443,RP4-791M13.3,0.9464269879687083,-22.511606,RP4-791M13.3,0.9464269879687083,22.511606
12444,RP11-403P17.4,0.9464269879687083,-22.0071,RP11-403P17.4,0.9464269879687083,22.0071
12445,CTC-332L22.1,0.9464269879687083,-21.843773,CTC-332L22.1,0.9464269879687083,21.843773
12446,LDLRAD2,0.9464269879687083,-22.867659,LDLRAD2,0.9464269879687083,22.867659
12447,HAP1,0.9464269879687083,-21.699299,HAP1,0.9464269879687083,21.699299
12448,FCER1A,0.9464269879687083,-21.603033,FCER1A,0.9464269879687083,21.603033
12449,EMP2,0.9464269879687083,-22.470167,EMP2,0.9464269879687083,22.470167
12450,TPH1,0.9464269879687083,-22.153297,TPH1,0.9464269879687083,22.153297
12451,PRR29-AS1,0.9464269879687083,-21.362112,PRR29-AS1,0.9464269879687083,21.362112
12452,CTD-2184D3.6,0.9464269879687083,-22.315132,CTD-2184D3.6,0.9464269879687083,22.315132
12453,LINC01277,0.9464269879687083,-21.507013,LINC01277,0.9464269879687083,21.507013
12454,RP11-504A18.1,0.9464269879687083,-22.069918,RP11-504A18.1,0.9464269879687083,22.069918
12455,ELOVL3,0.9464269879687083,-21.455833,ELOVL3,0.9464269879687083,21.455833
12456,RP1-41C23.4,0.9464269879687083,-21.919794,RP1-41C23.4,0.9464269879687083,21.919794
12457,TRGV5,0.9464269879687083,-22.748087,TRGV5,0.9464269879687083,22.748087
12458,RP11-221J22.2,0.9464269879687083,-21.562958,RP11-221J22.2,0.9464269879687083,21.562958
12459,RP5-1092A3.5,0.9464269879687083,-22.243853,RP5-1092A3.5,0.9464269879687083,22.243853
12460,SIGLEC5,0.9464269879687083,-22.36975,SIGLEC5,0.9464269879687083,22.36975
12461,LINC00854,0.9464269879687083,-22.04037,LINC00854,0.9464269879687083,22.04037
12462,CMKLR1,0.9464269879687083,-22.062374,CMKLR1,0.9464269879687083,22.062374
12463,RP11-93G5.1,0.9464269879687083,-21.892147,RP11-93G5.1,0.9464269879687083,21.892147
12464,ABCA9,0.9464269879687083,-22.216679,ABCA9,0.9464269879687083,22.216679
12465,SMIM18,0.9464269879687083,-22.940403,SMIM18,0.9464269879687083,22.940403
12466,ELF3,0.9464269879687083,-22.241678,ELF3,0.9464269879687083,22.241678
12467,AC008074.1,0.9464269879687083,-21.25831,AC008074.1,0.9464269879687083,21.25831
12468,ANKDD1B,0.9464269879687083,-22.153297,ANKDD1B,0.9464269879687083,22.153297
12469,GARNL3,0.9464269879687083,-21.441824,GARNL3,0.9464269879687083,21.441824
12470,IGKV2D-24,0.9464269879687083,-21.626104,IGKV2D-24,0.9464269879687083,21.626104
12471,ZBED3,0.9464269879687083,-22.547495,ZBED3,0.9464269879687083,22.547495
12472,SLC44A5,0.9464269879687083,-21.362112,SLC44A5,0.9464269879687083,21.362112
12473,RP11-302B13.5,0.9464269879687083,-21.91353,RP11-302B13.5,0.9464269879687083,21.91353
12474,RNF222,0.9464269879687083,-21.872686,RNF222,0.9464269879687083,21.872686
12475,PODNL1,0.9464269879687083,-21.703804,PODNL1,0.9464269879687083,21.703804
12476,RNF217,0.9464269879687083,-22.437912,RNF217,0.9464269879687083,22.437912
12477,IGKV1-8,0.9464269879687083,-21.935617,IGKV1-8,0.9464269879687083,21.935617
12478,AC084082.3,0.9464269879687083,-22.186848,AC084082.3,0.9464269879687083,22.186848
12479,ZGPAT,0.9464269879687083,-21.449587,ZGPAT,0.9464269879687083,21.449587
12480,C5AR1,0.9464269879687083,-22.29803,C5AR1,0.9464269879687083,22.29803
12481,RSPH9,0.9464269879687083,-22.32977,RSPH9,0.9464269879687083,22.32977
12482,RBMS2,0.9464269879687083,-21.860483,RBMS2,0.9464269879687083,21.860483
12483,DNTT,0.9464269879687083,-22.070522,DNTT,0.9464269879687083,22.070522
12484,TMEM150A,0.9464269879687083,-21.699299,TMEM150A,0.9464269879687083,21.699299
12485,AP000233.4,0.9464269879687083,-21.99044,AP000233.4,0.9464269879687083,21.99044
12486,RP11-394I13.2,0.9464269879687083,-22.284277,RP11-394I13.2,0.9464269879687083,22.284277
12487,SH3PXD2B,0.9464269879687083,-22.837631,SH3PXD2B,0.9464269879687083,22.837631
12488,RP11-299H21.1,0.9464269879687083,-21.941746,RP11-299H21.1,0.9464269879687083,21.941746
12489,LRRN1,0.9464269879687083,-21.606583,LRRN1,0.9464269879687083,21.606583
12490,ZNF157,0.9464269879687083,-21.78214,ZNF157,0.9464269879687083,21.78214
12491,NRCAM,0.9464269879687083,-21.76453,NRCAM,0.9464269879687083,21.76453
12492,LLNLR-246C6.1,0.9464269879687083,-22.350758,LLNLR-246C6.1,0.9464269879687083,22.350758
12493,FGF20,0.9464269879687083,-21.918224,FGF20,0.9464269879687083,21.918224
12494,LINC01030,0.9464269879687083,-21.746746,LINC01030,0.9464269879687083,21.746746
12495,SSTR3,0.9464269879687083,-21.66492,SSTR3,0.9464269879687083,21.66492
12496,IGLV3-16,0.9464269879687083,-21.760452,IGLV3-16,0.9464269879687083,21.760452
12497,ALPL,0.9464269879687083,-21.626104,ALPL,0.9464269879687083,21.626104
12498,LRRC4,0.9464269879687083,-21.834545,LRRC4,0.9464269879687083,21.834545
12499,XXYAC-YX155B6.7,0.9464269879687083,-21.943085,XXYAC-YX155B6.7,0.9464269879687083,21.943085
12500,TINCR,0.9464269879687083,-22.195078,TINCR,0.9464269879687083,22.195078
12501,ROBO3,0.9464269879687083,-22.469698,ROBO3,0.9464269879687083,22.469698
12502,CTC-241N9.1,0.9464269879687083,-22.301117,CTC-241N9.1,0.9464269879687083,22.301117
12503,AC003090.1,0.9464269879687083,-22.02548,AC003090.1,0.9464269879687083,22.02548
12504,PLXDC2,0.9464269879687083,-22.837631,PLXDC2,0.9464269879687083,22.837631
12505,SLC13A4,0.9464269879687083,-22.073559,SLC13A4,0.9464269879687083,22.073559
12506,MTRNR2L10,0.9464269879687083,-22.16959,MTRNR2L10,0.9464269879687083,22.16959
12507,MAEL,0.9464269879687083,-22.238066,MAEL,0.9464269879687083,22.238066
12508,KAZALD1,0.9464269879687083,-21.760452,KAZALD1,0.9464269879687083,21.760452
12509,RPRML,0.9464269879687083,-21.596159,RPRML,0.9464269879687083,21.596159
12510,RP11-347C12.3,0.9464269879687083,-22.100676,RP11-347C12.3,0.9464269879687083,22.100676
12511,RGPD3,0.9464269879687083,-21.606781,RGPD3,0.9464269879687083,21.606781
12512,CBY3,0.9464269879687083,-21.606583,CBY3,0.9464269879687083,21.606583
12513,RP11-556O15.1,0.9464269879687083,-22.100676,RP11-556O15.1,0.9464269879687083,22.100676
12514,IL31,0.9464269879687083,-22.0236,IL31,0.9464269879687083,22.0236
12515,RP11-572C15.5,0.9464269879687083,-22.26477,RP11-572C15.5,0.9464269879687083,22.26477
12516,DIRAS1,0.9464269879687083,-21.74051,DIRAS1,0.9464269879687083,21.74051
12517,METTL7B,0.9464269879687083,-21.904202,METTL7B,0.9464269879687083,21.904202
12518,CLDN14,0.9464269879687083,-21.940945,CLDN14,0.9464269879687083,21.940945
12519,CTA-212A2.3,0.9464269879687083,-21.847681,CTA-212A2.3,0.9464269879687083,21.847681
12520,FGF2,0.9464269879687083,-21.449587,FGF2,0.9464269879687083,21.449587
12521,LINC00921,0.9464269879687083,-22.800823,LINC00921,0.9464269879687083,22.800823
12522,RP11-472N13.3,0.9464269879687083,-22.179028,RP11-472N13.3,0.9464269879687083,22.179028
12523,NLRP12,0.9464269879687083,-22.470167,NLRP12,0.9464269879687083,22.470167
12524,DYX1C1,0.9464269879687083,-21.75459,DYX1C1,0.9464269879687083,21.75459
12525,PDGFB,0.9464269879687083,-22.470167,PDGFB,0.9464269879687083,22.470167
12526,KCNIP2,0.9464269879687083,-22.238066,KCNIP2,0.9464269879687083,22.238066
12527,RP11-307L14.1,0.9464269879687083,-22.008808,RP11-307L14.1,0.9464269879687083,22.008808
12528,PPP1R17,0.9464269879687083,-21.70876,PPP1R17,0.9464269879687083,21.70876
12529,LIMCH1,0.9464269879687083,-22.437912,LIMCH1,0.9464269879687083,22.437912
12530,AP001056.1,0.9464269879687083,-21.955467,AP001056.1,0.9464269879687083,21.955467
12531,CCDC151,0.9464269879687083,-21.961987,CCDC151,0.9464269879687083,21.961987
12532,IGHV3-13,0.9464269879687083,-21.602442,IGHV3-13,0.9464269879687083,21.602442
12533,CCL8,0.9464269879687083,-23.352318,CCL8,0.9464269879687083,23.352318
12534,OR52N4,0.9464269879687083,-22.274471,OR52N4,0.9464269879687083,22.274471
12535,BSCL2,0.9464269879687083,-22.37856,BSCL2,0.9464269879687083,22.37856
12536,MTUS2,0.9464269879687083,-21.964169,MTUS2,0.9464269879687083,21.964169
12537,LINC00511,0.9464269879687083,-22.530613,LINC00511,0.9464269879687083,22.530613
12538,TACR2,0.9464269879687083,-21.25831,TACR2,0.9464269879687083,21.25831
12539,BAIAP2L2,0.9464269879687083,-22.332966,BAIAP2L2,0.9464269879687083,22.332966
12540,RP11-554E23.2,0.9464269879687083,-22.19267,RP11-554E23.2,0.9464269879687083,22.19267
12541,PRR16,0.9464269879687083,-22.02548,PRR16,0.9464269879687083,22.02548
12542,ZNF629,0.9464269879687083,-22.470167,ZNF629,0.9464269879687083,22.470167
12543,PKIA-AS1,0.9464269879687083,-21.826115,PKIA-AS1,0.9464269879687083,21.826115
12544,SEMA6A,0.9464269879687083,-22.349125,SEMA6A,0.9464269879687083,22.349125
12545,HCAR2,0.9464269879687083,-22.437912,HCAR2,0.9464269879687083,22.437912
12546,C2ORF82,0.9464269879687083,-21.941746,C2ORF82,0.9464269879687083,21.941746
12547,AC024704.2,0.9464269879687083,-21.86719,AC024704.2,0.9464269879687083,21.86719
12548,ZNF365,0.9464269879687083,-22.184801,ZNF365,0.9464269879687083,22.184801
12549,PRUNE2,0.9464269879687083,-21.714605,PRUNE2,0.9464269879687083,21.714605
12550,SPOCK3,0.9464269879687083,-21.693958,SPOCK3,0.9464269879687083,21.693958
12551,CFAP74,0.9464269879687083,-21.777998,CFAP74,0.9464269879687083,21.777998
12552,RP11-426C22.8,0.9464269879687083,-21.941746,RP11-426C22.8,0.9464269879687083,21.941746
12553,SLC24A3,0.9464269879687083,-22.065987,SLC24A3,0.9464269879687083,22.065987
12554,CLEC10A,0.9464269879687083,-22.811134,CLEC10A,0.9464269879687083,22.811134
12555,ARRDC5,0.9464269879687083,-21.557451,ARRDC5,0.9464269879687083,21.557451
12556,XX-C2158C12.2,0.9464269879687083,-22.16959,XX-C2158C12.2,0.9464269879687083,22.16959
12557,SLC13A5,0.9464269879687083,-22.16959,SLC13A5,0.9464269879687083,22.16959
12558,BCAM,0.9464269879687083,-22.470167,BCAM,0.9464269879687083,22.470167
12559,RP1-153P14.5,0.9464269879687083,-22.920753,RP1-153P14.5,0.9464269879687083,22.920753
12560,SCNN1B,0.9464269879687083,-21.74051,SCNN1B,0.9464269879687083,21.74051
12561,WDR86,0.9464269879687083,-21.882246,WDR86,0.9464269879687083,21.882246
12562,LA16C-OS12.2,0.9464269879687083,-22.511606,LA16C-OS12.2,0.9464269879687083,22.511606
12563,USP43,0.9464269879687083,-22.128237,USP43,0.9464269879687083,22.128237
12564,TMPRSS7,0.9464269879687083,-21.872686,TMPRSS7,0.9464269879687083,21.872686
12565,BRDT,0.9464269879687083,-22.16959,BRDT,0.9464269879687083,22.16959
12566,PPFIA3,0.9464269879687083,-21.718954,PPFIA3,0.9464269879687083,21.718954
12567,KCNB1,0.9464269879687083,-22.267744,KCNB1,0.9464269879687083,22.267744
12568,AC005498.3,0.9464269879687083,-22.547495,AC005498.3,0.9464269879687083,22.547495
12569,MARCH10,0.9464269879687083,-22.001705,MARCH10,0.9464269879687083,22.001705
12570,PILRA,0.9464269879687083,-22.511606,PILRA,0.9464269879687083,22.511606
12571,IMPG2,0.9464269879687083,-22.905125,IMPG2,0.9464269879687083,22.905125
12572,KLHL34,0.9464269879687083,-21.777998,KLHL34,0.9464269879687083,21.777998
12573,GLOD5,0.9464269879687083,-21.859987,GLOD5,0.9464269879687083,21.859987
12574,TLR5,0.9464269879687083,-22.470167,TLR5,0.9464269879687083,22.470167
12575,MAST1,0.9464269879687083,-21.882246,MAST1,0.9464269879687083,21.882246
12576,AC009495.2,0.9464269879687083,-22.813364,AC009495.2,0.9464269879687083,22.813364
12577,RIBC1,0.9464269879687083,-22.341816,RIBC1,0.9464269879687083,22.341816
12578,ZNF676,0.9464269879687083,-22.925165,ZNF676,0.9464269879687083,22.925165
12579,RP11-29B2.6,0.9464269879687083,-22.216679,RP11-29B2.6,0.9464269879687083,22.216679
12580,AC005224.2,0.9464269879687083,-21.992683,AC005224.2,0.9464269879687083,21.992683
12581,FUT2,0.9464269879687083,-22.378138,FUT2,0.9464269879687083,22.378138
12582,HPX,0.9464269879687083,-22.172613,HPX,0.9464269879687083,22.172613
12583,PZP,0.9464269879687083,-22.577534,PZP,0.9464269879687083,22.577534
12584,FAM209A,0.9464269879687083,-22.005392,FAM209A,0.9464269879687083,22.005392
12585,TLL2,0.9464269879687083,-21.079313,TLL2,0.9464269879687083,21.079313
12586,PRND,0.9464269879687083,-22.184801,PRND,0.9464269879687083,22.184801
12587,TEAD3,0.9464269879687083,-21.449587,TEAD3,0.9464269879687083,21.449587
12588,FCHO2,0.9464269879687083,-22.470167,FCHO2,0.9464269879687083,22.470167
12589,OVGP1,0.9464269879687083,-21.441824,OVGP1,0.9464269879687083,21.441824
12590,MMP9,0.9464269879687083,-22.470167,MMP9,0.9464269879687083,22.470167
12591,RP11-396B14.2,0.9464269879687083,-22.813364,RP11-396B14.2,0.9464269879687083,22.813364
12592,FBLN2,0.9464269879687083,-22.154617,FBLN2,0.9464269879687083,22.154617
12593,RFX4,0.9464269879687083,-21.97985,RFX4,0.9464269879687083,21.97985
12594,TMEM56,0.9464269879687083,-22.905125,TMEM56,0.9464269879687083,22.905125
12595,FAM153A,0.9464269879687083,-22.262177,FAM153A,0.9464269879687083,22.262177
12596,SDS,0.9464269879687083,-21.679558,SDS,0.9464269879687083,21.679558
12597,CD163,0.9464269879687083,-22.008808,CD163,0.9464269879687083,22.008808
12598,LAMP5,0.9464269879687083,-21.760452,LAMP5,0.9464269879687083,21.760452
12599,CTD-2306A12.1,0.9464269879687083,-21.606781,CTD-2306A12.1,0.9464269879687083,21.606781
12600,AC008746.12,0.9464269879687083,-22.093206,AC008746.12,0.9464269879687083,22.093206
12601,RP11-250B2.5,0.9464269879687083,-21.606583,RP11-250B2.5,0.9464269879687083,21.606583
12602,ZNF285,0.9464269879687083,-22.02548,ZNF285,0.9464269879687083,22.02548
