,cell_type
28237,NK HSP+
28238,CD14+/CD16+ Monocyte
28239,CD8A+ NK-like
28240,CD4+ Naive
28241,CD4+ Activated IEG
28242,CD45- Vascular Endothelium
28243,CD14+/CD16+ Monocyte
28244,CD14+/CD16+ Monocyte
28245,CD14+/CD16+ Monocyte
28246,CD45- Vascular Endothelium
28247,CD4+ Activated IEG
28248,CD45- Vascular Endothelium
28249,CD14+/CD16+ Monocyte
28250,CD45- Vascular Endothelium
28251,CD45- Vascular Endothelium
28252,CD14+/CD16+ Monocyte
28253,CD14+/CD16+ Monocyte
28254,Conventional NK
28255,CD45- Vascular Endothelium
28256,CD4+ Activated IEG
28257,CD14+/CD16+ Monocyte
28258,CD4+ Activated IEG
28259,NK HSP+
28260,CD4+ Activated IEG
28261,CD14+/CD16+ Monocyte
28262,CD14+/CD16+ Monocyte
28263,CD45- Vascular Endothelium
28264,CD14+/CD16+ Monocyte
28265,CD45- Vascular Endothelium
28266,CD14+/CD16+ Monocyte
28267,CD4+ Activated IEG
28268,CD14+/CD16+ Monocyte
28269,TAM ISGint
28270,NK HSP+
28271,cDC2
28272,NK HSP+
28273,CD8A+ Tissue-resident
28274,CD14+/CD16+ Monocyte
28275,CD45- Vascular Endothelium
28276,CD45- Vascular Endothelium
28277,CD4+ Activated IEG
28278,CD14+/CD16+ Monocyte
28279,CD45- Vascular Endothelium
28280,CD14+/CD16+ Monocyte
28281,CD14+/CD16+ Monocyte
28282,CD14+/CD16+ Monocyte
28283,CD8A+ NK-like
28284,CD45- Vascular Endothelium
28285,cDC2
28286,CD45- Vascular Endothelium
28287,CD45- Vascular Endothelium
28288,CD14+/CD16+ Monocyte
28289,CD45- Vascular Endothelium
28290,CD14+/CD16+ Monocyte
28291,CD8A+ Tissue-resident
28292,CD8A+ Proliferating
28293,CD14+/CD16+ Monocyte
28294,CD45- Vascular Endothelium
28295,cDC2
28296,CD14+ Monocyte
28297,CD14+/CD16+ Monocyte
28298,B cell
28299,Conventional NK
28300,CD14+ Monocyte
28301,CD8A+ Tissue-resident
28302,CD4+ Activated IEG
28303,CD45- Vascular Endothelium
28304,pDC
28305,NK HSP+
28306,CD14+/CD16+ Monocyte
28307,CD8A+ Tissue-resident
28308,CD8A+ Tissue-resident
28309,CD14+/CD16+ Monocyte
28310,CD14+ Monocyte
28311,NK HSP+
28312,CD45- Vascular Endothelium
28313,NK HSP+
28314,CD14+/CD16+ Monocyte
28315,CD4+ Naive
28316,Conventional NK
28317,CD4+ Activated IEG
28318,TAM ISGhi
28319,CD14+/CD16+ Monocyte
28320,NK HSP+
28321,CD14+/CD16+ Monocyte
28322,TAM HLAhi
28323,CD14+ Monocyte
28324,CD45- Vascular Endothelium
28325,CD14+/CD16+ Monocyte
28326,CD45- Vascular Endothelium
28327,CD8A+ Tissue-resident
28328,CD14+ Monocyte
28329,NK HSP+
28330,CD14+ Monocyte
28331,CD14+/CD16+ Monocyte
28332,CD45- PAX8+ renal epithelium
28333,CD14+ Monocyte
28334,B cell
28335,Conventional NK
28336,TAM HLAhi
28337,CD14+/CD16+ Monocyte
28338,TAM/TCR (Ambiguos)
28339,cDC2
28340,CD8A+ Proliferating
28341,CD14+/CD16+ Monocyte
28342,CD14+/CD16+ Monocyte
28343,CD45- PAX8+ renal epithelium
28344,CD45- Vascular Endothelium
28345,CD14+/CD16+ Monocyte
28346,CD14+/CD16+ Monocyte
28347,CD14+/CD16+ Monocyte
28348,cDC2
28349,CD45- Vascular Endothelium
28350,CD14+/CD16+ Monocyte
28351,CD14+/CD16+ Monocyte
28352,cDC2
28353,CD45- PAX8+ renal epithelium
28354,TAM HLAint
28355,CD45- Vascular Endothelium
28356,NK HSP+
28357,CD8A+ Tissue-resident
28358,CD14+/CD16+ Monocyte
28359,CD8A+ NK-like
28360,cDC2
28361,CD14+/CD16+ Monocyte
28362,CD14+ Monocyte
28363,TAM HLAint
28364,CD14+/CD16+ Monocyte
28365,CD4+ Naive
28366,B cell
28367,CD14+/CD16+ Monocyte
28368,cDC2
28369,CD45- PAX8+ renal epithelium
28370,CD14+ Monocyte
28371,TAM/TCR (Ambiguos)
28372,CD14+/CD16+ Monocyte
28373,CD45- PAX8+ renal epithelium
28374,cDC2
28375,CD14+/CD16+ Monocyte
28376,NK HSP+
28377,CD45- Vascular Endothelium
28378,CD14+/CD16+ Monocyte
28379,CD14+/CD16+ Monocyte
28380,CD14+/CD16+ Monocyte
28381,CD14+/CD16+ Monocyte
28382,CD14+/CD16+ Monocyte
28383,TAM ISGhi
28384,NK HSP+
28385,TAM/TCR (Ambiguos)
28386,TAM/TCR (Ambiguos)
28387,CD4+ Naive
28388,CD14+/CD16+ Monocyte
28389,CD45- Vascular Endothelium
28390,NK HSP+
28391,CD14+/CD16+ Monocyte
28392,CD8A+ Tissue-resident
28393,CD45- Vascular Endothelium
28394,CD14+/CD16+ Monocyte
28395,CD14+/CD16+ Monocyte
28396,TAM ISGhi
28397,CD45- Vascular Endothelium
28398,CD8A+ Tissue-resident
28399,cDC2
28400,CD14+ Monocyte
28401,CD4+ Activated IEG
28402,CD14+/CD16+ Monocyte
28403,CD14+/CD16+ Monocyte
28404,CD45- Vascular Endothelium
28405,CD14+/CD16+ Monocyte
28406,CD8A+ Tissue-resident
28407,NK HSP+
28408,CD14+/CD16+ Monocyte
28409,CD45- Vascular Endothelium
28410,cDC2
28411,CD45- Vascular Endothelium
28412,CD8A+ Proliferating
28413,CD45- PAX8+ renal epithelium
28414,CD14+/CD16+ Monocyte
28415,NK HSP+
28416,CD14+/CD16+ Monocyte
28417,cDC2
28418,CD14+/CD16+ Monocyte
28419,CD14+/CD16+ Monocyte
28420,CD8A+ Tissue-resident
28421,CD14+/CD16+ Monocyte
28422,CD14+/CD16+ Monocyte
28423,NK HSP+
28424,CD45- PAX8+ renal epithelium
28425,cDC2
28426,CD14+/CD16+ Monocyte
28427,CD14+/CD16+ Monocyte
28428,Conventional NK
28429,CD14+/CD16+ Monocyte
28430,cDC2
28431,CD45- Vascular Endothelium
28432,CD14+/CD16+ Monocyte
28433,NK HSP+
28434,CD45- Vascular Endothelium
28435,CD14+/CD16+ Monocyte
28436,CD45- Vascular Endothelium
28437,CD14+ Monocyte
28438,CD8A+ NK-like
28439,CD45- PAX8+ renal epithelium
28440,cDC2
28441,CD8A+ Proliferating
28442,TAM ISGhi
28443,CD14+ Monocyte
28444,CD14+/CD16+ Monocyte
28445,CD14+/CD16+ Monocyte
28446,cDC2
28447,CD45- Vascular Endothelium
28448,CD14+/CD16+ Monocyte
28449,CD8A+ Tissue-resident
28450,CD14+/CD16+ Monocyte
28451,CD4+ Activated IEG
28452,CD8A+ Tissue-resident
28453,TAM HLAhi
28454,CD45- Vascular Endothelium
28455,CD14+/CD16+ Monocyte
28456,CD14+/CD16+ Monocyte
28457,CD14+/CD16+ Monocyte
28458,CD14+/CD16+ Monocyte
28459,CD4+ Activated IEG
28460,CD14+/CD16+ Monocyte
28461,CD14+ Monocyte
28462,Conventional NK
28463,CD45- Vascular Endothelium
28464,CD45- Vascular Endothelium
28465,CD8A+ Tissue-resident
28466,CD45- Vascular Endothelium
28467,CD45- Vascular Endothelium
28468,NK HSP+
28469,cDC2
28470,CD4+ Activated IEG
28471,TAM HLAint
28472,CD4+ Activated IEG
28473,CD14+/CD16+ Monocyte
28474,CD14+ Monocyte
28475,TAM/TCR (Ambiguos)
28476,CD14+/CD16+ Monocyte
28477,CD4+ Activated IEG
28478,cDC2
28479,cDC2
28480,CD14+/CD16+ Monocyte
28481,CD4+ Activated IEG
28482,CD14+/CD16+ Monocyte
28483,NK HSP+
28484,CD45- Vascular Endothelium
28485,CD4+ Activated IEG
28486,CD45- PAX8+ renal epithelium
28487,CD8A+ Proliferating
28488,CD4+ Activated IEG
28489,CD14+ Monocyte
28490,CD14+/CD16+ Monocyte
28491,CD8A+ NK-like
28492,Conventional NK
28493,CD14+/CD16+ Monocyte
28494,CD45- PAX8+ renal epithelium
28495,CD14+/CD16+ Monocyte
28496,CD14+ Monocyte
28497,CD45- Myofibroblast
28498,CD45- Vascular Endothelium
28499,CD14+/CD16+ Monocyte
28500,CD14+/CD16+ Monocyte
28501,CD4+ Activated IEG
28502,CD45- Vascular Endothelium
28503,CD8A+ NK-like
28504,CD14+/CD16+ Monocyte
28505,CD14+/CD16+ Monocyte
28506,CD45- PAX8+ renal epithelium
28507,CD45- Vascular Endothelium
28508,NK HSP+
28509,CD14+/CD16+ Monocyte
28510,B cell
28511,CD45- PAX8+ renal epithelium
28512,CD14+/CD16+ Monocyte
28513,NK HSP+
28514,CD45- PAX8+ renal epithelium
28515,CD14+/CD16+ Monocyte
28516,Conventional NK
28517,NK HSP+
28518,CD45- Vascular Endothelium
28519,CD14+/CD16+ Monocyte
28520,CD14+/CD16+ Monocyte
28521,cDC2
28522,CD4+ Activated IEG
28523,NK HSP+
28524,NK HSP+
28525,cDC2
28526,CD14+/CD16+ Monocyte
28527,CD8A+ Tissue-resident
28528,TAM HLAint
28529,CD14+/CD16+ Monocyte
28530,CD45- Vascular Endothelium
28531,CD14+/CD16+ Monocyte
28532,CD14+ Monocyte
28533,CD4+ Naive
28534,cDC2
28535,NK HSP+
28536,CD14+/CD16+ Monocyte
28537,CD4+ Activated IEG
28538,CD14+ Monocyte
28539,CD14+/CD16+ Monocyte
28540,CD8A+ Tissue-resident
28541,CD45- Vascular Endothelium
28542,CD8A+ NK-like
28543,CD14+/CD16+ Monocyte
28544,CD4+ Activated IEG
28545,CD45- PAX8+ renal epithelium
28546,CD14+/CD16+ Monocyte
28547,CD45- Vascular Endothelium
28548,cDC2
28549,CD45- Vascular Endothelium
28550,CD14+/CD16+ Monocyte
28551,CD14+/CD16+ Monocyte
28552,CD45- Vascular Endothelium
28553,CD14+/CD16+ Monocyte
28554,TAM HLAint
28555,CD14+/CD16+ Monocyte
28556,TAM HLAhi
28557,CD14+/CD16+ Monocyte
28558,TAM ISGhi
28559,NK HSP+
28560,cDC2
28561,CD8A+ NK-like
28562,NK HSP+
28563,CD45- PAX8+ renal epithelium
28564,CD14+/CD16+ Monocyte
28565,CD14+/CD16+ Monocyte
28566,TAM ISGint
28567,NK HSP+
28568,CD8A+ Tissue-resident
28569,B cell
28570,CD45- Vascular Endothelium
28571,CD45- PAX8+ renal epithelium
28572,cDC2
28573,CD45- Vascular Endothelium
28574,CD14+/CD16+ Monocyte
28575,CD8A+ Tissue-resident
28576,CD4+ Activated IEG
28577,CD14+/CD16+ Monocyte
28578,CD4+ Activated IEG
28579,CD45- PAX8+ renal epithelium
28580,CD8A+ Tissue-resident
28581,CD14+/CD16+ Monocyte
28582,CD14+ Monocyte
28583,CD14+/CD16+ Monocyte
28584,CD14+/CD16+ Monocyte
28585,CD45- Vascular Endothelium
28586,CD14+/CD16+ Monocyte
28587,CD45- ccRCC CA9+
28588,CD14+/CD16+ Monocyte
28589,CD14+/CD16+ Monocyte
28590,CD45- Vascular Endothelium
28591,NK HSP+
28592,TAM HLAint
28593,TAM HLAhi
28594,CD45- Vascular Endothelium
28595,CD4+ Activated IEG
28596,CD4+ Activated IEG
28597,CD45- PAX8+ renal epithelium
28598,CD45- Vascular Endothelium
28599,CD14+/CD16+ Monocyte
28600,CD14+/CD16+ Monocyte
28601,CD4+ Activated IEG
28602,NK HSP+
28603,CD14+ Monocyte
28604,CD14+/CD16+ Monocyte
28605,NK HSP+
28606,CD4+ Activated IEG
28607,CD4+ Effector
28608,CD4+ Activated IEG
28609,TAM HLAhi
28610,CD8A+ Tissue-resident
28611,NK HSP+
28612,CD8A+ NK-like
28613,cDC2
28614,CD4+ Activated IEG
28615,CD14+/CD16+ Monocyte
28616,CD4+ Activated IEG
28617,CD8A+ Proliferating
28618,CD14+/CD16+ Monocyte
28619,CD14+/CD16+ Monocyte
28620,CD14+/CD16+ Monocyte
28621,CD14+ Monocyte
28622,cDC2
28623,CD45- Vascular Endothelium
28624,Conventional NK
28625,CD4+ Activated IEG
28626,CD4+ Activated IEG
28627,CD8A+ Tissue-resident
28628,CD14+/CD16+ Monocyte
28629,CD45- Vascular Endothelium
28630,CD4+ Activated IEG
28631,CD14+/CD16+ Monocyte
28632,TAM ISGhi
28633,CD14+/CD16+ Monocyte
28634,CD14+/CD16+ Monocyte
28635,B cell
28636,CD14+/CD16+ Monocyte
28637,CD4+ Activated IEG
28638,NK HSP+
28639,CD8A+ Tissue-resident
28640,CD14+/CD16+ Monocyte
28641,CD8A+ NK-like
28642,CD14+/CD16+ Monocyte
28643,CD45- PAX8+ renal epithelium
28644,CD45- Vascular Endothelium
28645,CD14+/CD16+ Monocyte
28646,CD45- Vascular Endothelium
28647,CD45- Vascular Endothelium
28648,CD45- Vascular Endothelium
28649,CD8A+ Tissue-resident
28650,CD14+ Monocyte
28651,CD45- PAX8+ renal epithelium
28652,Conventional NK
28653,CD14+/CD16+ Monocyte
28654,CD8A+ Tissue-resident
28655,CD14+/CD16+ Monocyte
28656,CD14+/CD16+ Monocyte
28657,CD45- PAX8+ renal epithelium
28658,NK HSP+
28659,CD14+ Monocyte
28660,CD45- PAX8+ renal epithelium
28661,CD14+ Monocyte
28662,CD45- Vascular Endothelium
28663,TAM HLAint
28664,Conventional NK
28665,CD45- PAX8+ renal epithelium
28666,CD14+/CD16+ Monocyte
28667,CD45- Vascular Endothelium
28668,CD14+/CD16+ Monocyte
28669,CD14+/CD16+ Monocyte
28670,CD14+/CD16+ Monocyte
28671,CD8A+ Tissue-resident
28672,CD45- Vascular Endothelium
28673,CD45- Vascular Endothelium
28674,CD45- PAX8+ renal epithelium
28675,CD14+/CD16+ Monocyte
28676,CD8A+ Tissue-resident
28677,CD45- Vascular Endothelium
28678,Conventional NK
28679,cDC2
28680,NK HSP+
28681,CD45- Vascular Endothelium
28682,CD4+ Activated IEG
28683,NK HSP+
28684,CD45- Vascular Endothelium
28685,CD45- Vascular Endothelium
28686,CD45- Vascular Endothelium
28687,CD14+/CD16+ Monocyte
28688,cDC2
28689,cDC2
28690,CD14+/CD16+ Monocyte
28691,cDC2
28692,CD45- Vascular Endothelium
28693,CD14+/CD16+ Monocyte
28694,cDC2
28695,CD14+/CD16+ Monocyte
28696,CD4+ Activated IEG
28697,CD45- Vascular Endothelium
28698,CD4+ Activated IEG
28699,CD14+/CD16+ Monocyte
28700,CD45- Vascular Endothelium
28701,NK HSP+
28702,CD45- PAX8+ renal epithelium
28703,CD14+/CD16+ Monocyte
28704,CD14+/CD16+ Monocyte
28705,CD14+/CD16+ Monocyte
28706,CD14+/CD16+ Monocyte
28707,CD45- Vascular Endothelium
28708,CD45- Vascular Endothelium
28709,CD14+/CD16+ Monocyte
28710,CD8A+ Tissue-resident
28711,CD4+ Activated IEG
28712,CD4+ Activated IEG
28713,CD45- PAX8+ renal epithelium
28714,NK HSP+
28715,CD45- Vascular Endothelium
28716,CD14+/CD16+ Monocyte
28717,CD14+ Monocyte
28718,CD14+/CD16+ Monocyte
28719,CD14+ Monocyte
28720,CD8A+ Tissue-resident
28721,CD8A+ Tissue-resident
28722,CD14+/CD16+ Monocyte
28723,CD14+/CD16+ Monocyte
28724,CD45- PAX8+ renal epithelium
28725,TAM ISGhi
28726,CD45- Vascular Endothelium
28727,Conventional NK
28728,CD45- PAX8+ renal epithelium
28729,CD45- PAX8+ renal epithelium
28730,CD14+/CD16+ Monocyte
28731,CD4+ Activated IEG
28732,cDC2
28733,CD14+/CD16+ Monocyte
28734,Conventional NK
28735,CD14+ Monocyte
28736,CD45- PAX8+ renal epithelium
28737,CD14+/CD16+ Monocyte
28738,CD14+/CD16+ Monocyte
28739,CD45- Vascular Endothelium
28740,CD45- PAX8+ renal epithelium
28741,NK HSP+
28742,CD14+/CD16+ Monocyte
28743,Conventional NK
28744,cDC2
28745,CD14+/CD16+ Monocyte
28746,CD14+/CD16+ Monocyte
28747,CD45- Vascular Endothelium
28748,CD45- PAX8+ renal epithelium
28749,TAM/TCR (Ambiguos)
28750,CD4+ Naive
28751,Conventional NK
28752,CD14+ Monocyte
28753,TAM HLAint
28754,CD14+/CD16+ Monocyte
28755,CD14+/CD16+ Monocyte
28756,TAM HLAint
28757,CD14+ Monocyte
28758,CD45- Vascular Endothelium
28759,CD14+/CD16+ Monocyte
28760,NK HSP+
28761,CD45- Vascular Endothelium
28762,CD14+/CD16+ Monocyte
28763,TAM HLAint
28764,CD14+/CD16+ Monocyte
28765,CD14+/CD16+ Monocyte
28766,CD45- PAX8+ renal epithelium
28767,CD14+/CD16+ Monocyte
28768,cDC2
28769,TAM/TCR (Ambiguos)
28770,TAM ISGhi
28771,CD14+/CD16+ Monocyte
28772,NK HSP+
28773,CD8A+ NK-like
28774,CD45- Vascular Endothelium
28775,CD8A+ Tissue-resident
28776,CD14+/CD16+ Monocyte
28777,CD14+/CD16+ Monocyte
28778,cDC2
28779,CD8A+ NK-like
28780,CD14+/CD16+ Monocyte
28781,CD14+/CD16+ Monocyte
28782,CD14+/CD16+ Monocyte
28783,cDC2
28784,CD45- PAX8+ renal epithelium
28785,NK HSP+
28786,CD8A+ Tissue-resident
28787,CD8A+ NK-like
28788,NK HSP+
28789,CD14+/CD16+ Monocyte
28790,CD45- Vascular Endothelium
28791,CD8A+ Tissue-resident
28792,CD14+/CD16+ Monocyte
28793,CD45- PAX8+ renal epithelium
28794,CD8A+ Exhausted
28795,CD14+/CD16+ Monocyte
28796,CD14+/CD16+ Monocyte
28797,CD45- Vascular Endothelium
28798,NK HSP+
28799,NK HSP+
28800,CD45- PAX8+ renal epithelium
28801,CD8A+ Tissue-resident
28802,CD14+/CD16+ Monocyte
28803,CD14+/CD16+ Monocyte
28804,CD8A+ Tissue-resident
28805,NK HSP+
28806,CD45- Vascular Endothelium
28807,CD45- Vascular Endothelium
28808,NK HSP+
28809,cDC2
28810,Conventional NK
28811,CD45- Vascular Endothelium
28812,CD14+/CD16+ Monocyte
28813,CD14+/CD16+ Monocyte
28814,CD45- PAX8+ renal epithelium
28815,CD14+/CD16+ Monocyte
28816,CD45- Vascular Endothelium
28817,CD14+ Monocyte
28818,CD45- Vascular Endothelium
28819,CD14+/CD16+ Monocyte
28820,CD14+/CD16+ Monocyte
28821,CD4+ Activated IEG
28822,CD8A+ Tissue-resident
28823,TAM HLAint
28824,CD45- Vascular Endothelium
28825,NK HSP+
28826,NK HSP+
28827,CD45- Vascular Endothelium
28828,CD14+/CD16+ Monocyte
28829,CD8A+ NK-like
28830,cDC2
28831,B cell
28832,CD14+/CD16+ Monocyte
28833,CD14+/CD16+ Monocyte
28834,CD45- Vascular Endothelium
28835,CD14+/CD16+ Monocyte
28836,NK HSP+
28837,CD4+ Activated IEG
28838,CD14+/CD16+ Monocyte
28839,CD4+ Activated IEG
28840,CD4+ Effector
28841,B cell
28842,cDC2
28843,NK HSP+
28844,TAM HLAint
28845,CD45- PAX8+ renal epithelium
28846,CD45- Vascular Endothelium
28847,CD14+/CD16+ Monocyte
28848,CD14+/CD16+ Monocyte
28849,CD14+/CD16+ Monocyte
28850,CD14+/CD16+ Monocyte
28851,CD8A+ Tissue-resident
28852,CD14+/CD16+ Monocyte
28853,CD14+/CD16+ Monocyte
28854,CD4+ Effector
28855,CD14+/CD16+ Monocyte
28856,CD14+/CD16+ Monocyte
28857,CD14+/CD16+ Monocyte
28858,CD14+ Monocyte
28859,CD14+/CD16+ Monocyte
28860,CD45- Vascular Endothelium
28861,CD45- PAX8+ renal epithelium
28862,CD45- Vascular Endothelium
28863,CD14+/CD16+ Monocyte
28864,CD45- Vascular Endothelium
28865,CD14+/CD16+ Monocyte
28866,CD14+/CD16+ Monocyte
28867,CD4+ Activated IEG
28868,CD14+/CD16+ Monocyte
28869,CD14+/CD16+ Monocyte
28870,cDC2
28871,CD45- Vascular Endothelium
28872,Conventional NK
28873,NK HSP+
28874,CD45- Vascular Endothelium
28875,CD45- ccRCC CA9+
28876,CD45- Vascular Endothelium
28877,CD4+ Effector
28878,CD14+/CD16+ Monocyte
28879,NK HSP+
28880,NK HSP+
28881,CD45- Vascular Endothelium
28882,CD45- PAX8+ renal epithelium
28883,NK HSP+
28884,CD45- Vascular Endothelium
28885,TAM HLAhi
28886,CD14+/CD16+ Monocyte
28887,CD4+ Activated IEG
28888,Conventional NK
28889,cDC2
28890,CD14+ Monocyte
28891,CD45- Vascular Endothelium
28892,B cell
28893,CD14+/CD16+ Monocyte
28894,cDC2
28895,TAM HLAhi
28896,CD14+/CD16+ Monocyte
28897,CD14+/CD16+ Monocyte
28898,B cell
28899,NK HSP+
28900,CD45- Vascular Endothelium
28901,CD8A+ Tissue-resident
28902,CD14+ Monocyte
28903,CD14+/CD16+ Monocyte
28904,cDC2
28905,Conventional NK
28906,CD14+/CD16+ Monocyte
28907,TAM HLAint
28908,CD4+ Activated IEG
28909,cDC2
28910,CD45- Vascular Endothelium
28911,CD8A+ Tissue-resident
28912,CD14+/CD16+ Monocyte
28913,CD14+/CD16+ Monocyte
28914,CD8A+ NK-like
28915,CD14+/CD16+ Monocyte
28916,CD45- ccRCC CA9+
28917,CD14+/CD16+ Monocyte
28918,CD14+/CD16+ Monocyte
28919,CD45- Vascular Endothelium
28920,CD4+ Activated IEG
28921,CD14+/CD16+ Monocyte
28922,CD45- Vascular Endothelium
28923,NK HSP+
28924,CD8A+ Proliferating
28925,CD8A+ Proliferating
28926,CD45- Vascular Endothelium
28927,CD14+/CD16+ Monocyte
28928,CD14+/CD16+ Monocyte
28929,CD45- Vascular Endothelium
28930,TAM/TCR (Ambiguos)
28931,CD14+/CD16+ Monocyte
28932,CD45- Vascular Endothelium
28933,TAM HLAint
28934,CD14+/CD16+ Monocyte
28935,CD8A+ Exhausted
28936,CD45- Vascular Endothelium
28937,CD14+/CD16+ Monocyte
28938,NK HSP+
28939,cDC2
28940,TAM HLAint
28941,cDC2
28942,NK HSP+
28943,NK HSP+
28944,TAM HLAhi
28945,CD4+ Effector
28946,B cell
28947,CD14+/CD16+ Monocyte
28948,CD45- Vascular Endothelium
28949,CD45- PAX8+ renal epithelium
28950,NK HSP+
28951,CD45- Vascular Endothelium
28952,CD14+/CD16+ Monocyte
28953,CD14+/CD16+ Monocyte
28954,CD14+/CD16+ Monocyte
28955,CD14+/CD16+ Monocyte
28956,CD45- Vascular Endothelium
28957,CD14+/CD16+ Monocyte
28958,CD4+ Activated IEG
28959,CD45- Vascular Endothelium
28960,CD8A+ Tissue-resident
28961,NK HSP+
28962,CD45- ccRCC CA9+
28963,TAM HLAint
28964,TAM ISGhi
28965,cDC2
28966,CD14+/CD16+ Monocyte
28967,CD14+/CD16+ Monocyte
28968,CD8A+ NK-like
28969,CD14+/CD16+ Monocyte
28970,CD14+/CD16+ Monocyte
28971,NK HSP+
28972,CD8A+ Tissue-resident
28973,CD45- Vascular Endothelium
28974,CD14+/CD16+ Monocyte
28975,B cell
28976,cDC2
28977,CD8A+ Tissue-resident
28978,CD8A+ NK-like
28979,CD4+ Effector
28980,NK HSP+
28981,CD45- PAX8+ renal epithelium
28982,CD14+/CD16+ Monocyte
28983,CD14+ Monocyte
28984,TAM ISGhi
28985,CD14+/CD16+ Monocyte
28986,CD45- PAX8+ renal epithelium
28987,CD45- Vascular Endothelium
28988,CD45- Vascular Endothelium
28989,CD8A+ Tissue-resident
28990,CD4+ Activated IEG
28991,CD45- PAX8+ renal epithelium
28992,CD8A+ NK-like
28993,TAM ISGhi
28994,CD14+/CD16+ Monocyte
28995,CD45- Vascular Endothelium
28996,NK HSP+
28997,CD14+/CD16+ Monocyte
28998,CD14+ Monocyte
28999,CD8A+ NK-like
29000,NK HSP+
29001,NK HSP+
29002,CD14+/CD16+ Monocyte
29003,CD8A+ NK-like
29004,CD14+ Monocyte
29005,B cell
29006,CD45- Vascular Endothelium
29007,NK HSP+
29008,NK HSP+
29009,Conventional NK
29010,CD14+/CD16+ Monocyte
29011,CD14+/CD16+ Monocyte
29012,CD45- Vascular Endothelium
29013,TAM ISGhi
29014,CD45- PAX8+ renal epithelium
29015,CD14+/CD16+ Monocyte
29016,CD45- PAX8+ renal epithelium
29017,CD14+/CD16+ Monocyte
29018,CD14+/CD16+ Monocyte
29019,NK HSP+
29020,cDC2
29021,CD8A+ NK-like
29022,CD45- Vascular Endothelium
29023,CD14+ Monocyte
29024,NK HSP+
29025,CD14+/CD16+ Monocyte
29026,CD14+/CD16+ Monocyte
29027,cDC2
29028,CD14+ Monocyte
29029,CD45- PAX8+ renal epithelium
29030,CD14+ Monocyte
29031,CD45- Vascular Endothelium
29032,CD14+/CD16+ Monocyte
29033,NK HSP+
29034,CD14+/CD16+ Monocyte
29035,cDC1
29036,NK HSP+
29037,CD14+/CD16+ Monocyte
29038,CD14+/CD16+ Monocyte
29039,CD14+/CD16+ Monocyte
29040,CD4+ Activated IEG
29041,TAM ISGhi
29042,CD45- Vascular Endothelium
29043,CD14+/CD16+ Monocyte
29044,CD14+/CD16+ Monocyte
29045,CD4+ Effector
29046,CD45- Vascular Endothelium
29047,CD4+ Activated IEG
29048,CD14+ Monocyte
29049,CD14+/CD16+ Monocyte
29050,NK HSP+
29051,CD14+/CD16+ Monocyte
29052,NK HSP+
29053,NK HSP+
29054,CD14+/CD16+ Monocyte
29055,CD8A+ Tissue-resident
29056,CD4+ Activated IEG
29057,CD8A+ NK-like
29058,CD45- PAX8+ renal epithelium
29059,CD8A+ Tissue-resident
29060,CD45- PAX8+ renal epithelium
29061,cDC1
29062,CD45- Vascular Endothelium
29063,CD14+/CD16+ Monocyte
29064,cDC2
29065,CD14+/CD16+ Monocyte
29066,CD8A+ Exhausted
29067,CD4+ Activated IEG
29068,CD8A+ Tissue-resident
29069,B cell
29070,pDC
29071,CD14+/CD16+ Monocyte
29072,cDC2
29073,CD8A+ Tissue-resident
29074,TAM ISGhi
29075,CD14+/CD16+ Monocyte
29076,TAM ISGint
29077,CD14+ Monocyte
29078,CD45- Vascular Endothelium
29079,CD14+/CD16+ Monocyte
29080,CD45- Vascular Endothelium
29081,CD14+/CD16+ Monocyte
29082,CD14+/CD16+ Monocyte
29083,CD8A+ NK-like
29084,CD45- PAX8+ renal epithelium
29085,CD14+/CD16+ Monocyte
29086,CD14+ Monocyte
29087,NK HSP+
29088,CD4+ Activated IEG
29089,CD14+/CD16+ Monocyte
29090,CD14+/CD16+ Monocyte
29091,CD14+/CD16+ Monocyte
29092,CD4+ Naive
29093,CD14+/CD16+ Monocyte
29094,CD4+ Naive
29095,CD8A+ Proliferating
29096,CD14+/CD16+ Monocyte
29097,TAM ISGhi
29098,CD14+/CD16+ Monocyte
29099,CD14+/CD16+ Monocyte
29100,CD14+/CD16+ Monocyte
29101,CD14+/CD16+ Monocyte
29102,NK HSP+
29103,NK HSP+
29104,CD45- Vascular Endothelium
29105,CD14+/CD16+ Monocyte
29106,NK HSP+
29107,CD14+/CD16+ Monocyte
29108,CD14+/CD16+ Monocyte
29109,CD4+ Activated IEG
29110,CD14+/CD16+ Monocyte
29111,CD14+/CD16+ Monocyte
29112,CD8A+ Tissue-resident
29113,CD14+/CD16+ Monocyte
29114,cDC2
29115,CD14+/CD16+ Monocyte
29116,CD45- Vascular Endothelium
29117,CD14+/CD16+ Monocyte
29118,CD14+/CD16+ Monocyte
29119,CD45- Vascular Endothelium
29120,cDC2
29121,NK HSP+
29122,Conventional NK
29123,CD45- PAX8+ renal epithelium
29124,CD8A+ NK-like
29125,CD45- Vascular Endothelium
29126,CD8A+ Tissue-resident
29127,TAM/TCR (Ambiguos)
29128,CD14+/CD16+ Monocyte
29129,cDC2
29130,CD14+/CD16+ Monocyte
29131,CD8A+ Tissue-resident
29132,NK HSP+
29133,NK HSP+
29134,NK HSP+
29135,TAM HLAint
29136,CD4+ Naive
29137,CD45- Vascular Endothelium
29138,cDC2
